listing_id,product,price,original_price,condition,seller,time_posted,likes,listing_url,source_url,category,buyer_protection,delivery_info
1427524211,MSI GAMING GEFORCE RTX 5070 TI OC GRAPHICS CARD,"RM3,119",,Brand new,neverhack.gg,,52,https://www.carousell.com.my/p/msi-gaming-geforce-rtx-5070-ti-oc-graphics-card-1427524211/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1437377540,Corsair 4000D Airflow Mid-Tower PC Case,RM200,,Like new,shfkhwn,,4,https://www.carousell.com.my/p/corsair-4000d-airflow-mid-tower-pc-case-1437377540/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,False,
1435005791,AMD Ryzen 5 3400G,RM240,,Lightly used,aiman83,,10,https://www.carousell.com.my/p/amd-ryzen-5-3400g-1435005791/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1436987714,Selling AMD Ryzen 5 3400G Processor Desktoo,RM210,,Like new,azka10,,6,https://www.carousell.com.my/p/selling-amd-ryzen-5-3400g-processor-desktoo-1436987714/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1327465326,AMD RYZEN 5 3400GE Quad Core 4 Core 8 Thread 4.0 GHZ AM4 Processor with Vega 11 Graphic APU,RM340,,Like new,meanmachinetradestore,,5,https://www.carousell.com.my/p/amd-ryzen-5-3400ge-quad-core-4-core-8-thread-4-0-ghz-am4-processor-with-vega-11-graphic-apu-1327465326/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1435158477,Zotac Gaming GeForce RTX 5070 Ti 16GB,"RM3,900",,Like new,indahbrasco,,20,https://www.carousell.com.my/p/zotac-gaming-geforce-rtx-5070-ti-16gb-1435158477/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1437400340,SK Hynix DDR5 16GB 5600 Desktop RAM UDIMM,RM650,,Like new,240sx90,,1,https://www.carousell.com.my/p/sk-hynix-ddr5-16gb-5600-desktop-ram-udimm-1437400340/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1435841797,[PAIR] 16GB (8GBx2) DDR4 2666MHz | HIGH-SPEED UPGRADE,RM130,RM150,Lightly used,merlin001,,3,https://www.carousell.com.my/p/pair-16gb-8gbx2-ddr4-2666mhz-high-speed-upgrade-1435841797/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1437412510,Combo cpu intel i3 10100f + h410m biostar,RM270,,Lightly used,roblucci89,,,https://www.carousell.com.my/p/combo-cpu-intel-i3-10100f-h410m-biostar-1437412510/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1434134908,ASUS TUF Gaming Radeon RX 6900 XT TOP Edition OC Unlocked (Under ASUS Warranty),"RM1,699",,Like new,gh0stlike485397,,27,https://www.carousell.com.my/p/asus-tuf-gaming-radeon-rx-6900-xt-top-edition-oc-unlocked-under-asus-warranty-1434134908/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
