listing_id,product,price,condition,seller,time_posted,likes,listing_url,source_url,category
1437404248,Kingston DDR4 16GB RAM 3200MHz,,,fatcat90,,,https://www.carousell.com.my/p/kingston-ddr4-16gb-ram-3200mhz-1437404248/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1437403836,32gb ( 16x2 ) ddr5 Kingston value ram 5600mhz pc desktop . Warranty . Invoice,,,jackselayangjaya,,,https://www.carousell.com.my/p/32gb-16x2-ddr5-kingston-value-ram-5600mhz-pc-desktop-warranty-invoice-1437403836/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1436720927,PowerColor ATI Radeon RX 6600 XT 8GB,,,shadylanem,,9,https://www.carousell.com.my/p/powercolor-ati-radeon-rx-6600-xt-8gb-1436720927/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1433524063,Lexar 16GB DDR5 4800MHz Laptop RAM,,,klcw1997,,4,https://www.carousell.com.my/p/lexar-16gb-ddr5-4800mhz-laptop-ram-1433524063/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1436898917,Nvidia Quadro RTX A2000 12GB GDDR6 Graphics Card GPU,,,imr707,,4,https://www.carousell.com.my/p/nvidia-quadro-rtx-a2000-12gb-gddr6-graphics-card-gpu-1436898917/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1437389893,AMD Ryzen 9 3900X,,,af_bro,,2,https://www.carousell.com.my/p/amd-ryzen-9-3900x-1437389893/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1431358961,Micron DDR5 32GB SODIMM Laptop RAM,,,purru,,4,https://www.carousell.com.my/p/micron-ddr5-32gb-sodimm-laptop-ram-1431358961/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1436921386,DDR5 16gb Sodimm,,,kmkaushar,,1,https://www.carousell.com.my/p/ddr5-16gb-sodimm-1436921386/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1436964947,Samsung 16gb ddr5 4800 laptop ram,,,pctradepro1,,1,https://www.carousell.com.my/p/samsung-16gb-ddr5-4800-laptop-ram-1436964947/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1437011706,Kingston Fury DDR5 Ram 16gb 4800Mhz Laptop ram,,,naqibqt,,3,https://www.carousell.com.my/p/kingston-fury-ddr5-ram-16gb-4800mhz-laptop-ram-1437011706/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1435957865,ASUS GeForce RTX 5080 PRIME Graphics Card,,,alexander1377,,4,https://www.carousell.com.my/p/asus-geforce-rtx-5080-prime-graphics-card-1435957865/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1187002310,GameRock GeForce RTX® 3080 Ti  OC,,,kllee.tech,,12,https://www.carousell.com.my/p/gamerock-geforce-rtx®-3080-ti-oc-1187002310/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1435471498,Gigabyte GeForce RTX 5080 Windforce OC SFF 16GB GDDR7,,,vivindran,,4,https://www.carousell.com.my/p/gigabyte-geforce-rtx-5080-windforce-oc-sff-16gb-gddr7-1435471498/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1029813900,Thermaltake Toughpower GX1 500W 80 Plus Gold Power Supply (PS-TPD-0500NNFAGK-1),,,new_it_technology,,1,https://www.carousell.com.my/p/thermaltake-toughpower-gx1-500w-80-plus-gold-power-supply-ps-tpd-0500nnfagk-1-1029813900/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1436726438,ASUS Prime GeForce RTX 5080 16gb,,,albion21,,3,https://www.carousell.com.my/p/asus-prime-geforce-rtx-5080-16gb-1436726438/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1436755371,"PC Parts for Sale.. MSI B550 Tomahawk, Red Devil RX 6900 XT, amd 5700x, gskill trident 3600mhz 16x2 32gb RAM, Scythe Fuma 2 CPU Air Cooler",,,ashwz,,12,https://www.carousell.com.my/p/pc-parts-for-sale-msi-b550-tomahawk-red-devil-rx-6900-xt-amd-5700x-gskill-trident-3600mhz-16x2-32gb-ram-scythe-fuma-2-cpu-air-cooler-1436755371/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1437403037,KLEVV CRAS V RGB DDR5 32GB 6000MHz,,,ameenfehmy,,,https://www.carousell.com.my/p/klevv-cras-v-rgb-ddr5-32gb-6000mhz-1437403037/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1437018616,Nvidia Tesla Graphics Card,,,royalstone.bb7046,,1,https://www.carousell.com.my/p/nvidia-tesla-graphics-card-1437018616/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1429851457,Nvidia Tesla V100 32GB PCIE GPU CUDA Computing Accelerator Graphics Card New,,,zealwind-5d2287,,13,https://www.carousell.com.my/p/nvidia-tesla-v100-32gb-pcie-gpu-cuda-computing-accelerator-graphics-card-new-1429851457/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
1434769790,750W 80+ Bronze Full Modular PSU,,,countrypoultrynutty,,5,https://www.carousell.com.my/p/750w-80-bronze-full-modular-psu-1434769790/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts
